Uuid,Void/Retire,Mappings|SAME-AS|OpenBoxes,Name,Concept Drug,Concept Dosage Form,Ingredient 1,Ingredient 1 Strength,Ingredient 1 Units,Ingredient 2,Ingredient 2 Strength,Ingredient 2 Units,Ingredient 3,Ingredient 3 Strength,Ingredient 3 Units,Ingredient 4,Ingredient 4 Strength,Ingredient 4 Units
78f96526-dfbe-11e9-8a34-2a2ae2dbcce4,,10408,"Nevirapine (NVP), 50mg dispersible tablet",CIEL:80586,Tablet,CIEL:80586,50,Milligram,,,,,,,,,
78f96684-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10603,"Lamivudine (3TC), Oral solution, 10mg/mL, 240mL bottle",CIEL:78643,Bottle,CIEL:78643,,,,,,,,,,,
78f967ba-dfbe-11e9-8a34-2a2ae2dbcce4,,10608,"Nevirapine (NVP), Oral solution, 10mg/mL, 240mL bottle",CIEL:80586,Bottle,CIEL:80586,,,,,,,,,,,
78f968e6-dfbe-11e9-8a34-2a2ae2dbcce4,,10689,Lamivudine (3TC) 150mg + Zidovudine (AZT) 300mg tablet,CIEL:630,Tablet,CIEL:78643,150,Milligram,CIEL:86663,300,Milligram,,,,,,
78f96a76-dfbe-11e9-8a34-2a2ae2dbcce4,,10706,Tenofovir disoproxil fumarate (TDF) 300mg + Lamivudine (3TC) 300mg tablet,CIEL:161364,Tablet,CIEL:84795,300,Milligram,CIEL:78643,300,Milligram,,,,,,
78f96de6-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10771,Lamivudine (3TC) 60mg + Stavudine (d4T) 12mg + Nevirapine (NVP) 100mg dispersible tablet,CIEL:792,Tablet,CIEL:78643,60,Milligram,CIEL:84309,12,Milligram,CIEL:80586,100,Milligram,,,
78f96fda-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10856,Tenofovir disoproxil fumarate (TDF) 300mg + Lamivudine (3TC) 300mg + Efavirenz (EFV) 600mg tablet,CIEL:164505,Tablet,CIEL:84795,300,Milligram,CIEL:78643,300,Milligram,CIEL:75523,600,Milligram,,,
78f9712e-dfbe-11e9-8a34-2a2ae2dbcce4,,10924,Abacavir (ABC) sulfate 600mg + Lamivudine (3TC) 300mg tablet,CIEL:103166,Tablet,CIEL:70057,600,Milligram,CIEL:78643,300,Milligram,,,,,,
a6985b15-5fd6-4bdf-93f6-62930a438464,,21100,"Abacavir (ABC) sulfate 120mg + Lamivudine (3TC) 60mg, tablet for oral suspension",CIEL:103166,Tablet,CIEL:70057,120,Milligram,CIEL:78643,60,Milligram,,,,,,
35c6041e-0af3-4bab-887d-9db682a02248,TRUE,18893,"Abacavir (ABC) sulfate, 60mg dispersible tablet",CIEL:70057,Tablet,CIEL:70057,60,Milligram,,,,,,,,,
78f97264-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10989,"Lamivudine (3TC), 150mg tablet",CIEL:78643,Tablet,CIEL:78643,150,Milligram,,,,,,,,,
78f9739a-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11282,Lamivudine (3TC) 150mg + Nevirapine (NVP) 200mg + Zidovudine (AZT) 300mg tablet,CIEL:1652,Tablet,CIEL:78643,150,Milligram,CIEL:80586,200,Milligram,CIEL:86663,300,Milligram,,,
78f976c4-dfbe-11e9-8a34-2a2ae2dbcce4,,11369,Lopinavir (LPV) 100mg + Ritonavir (r) 25mg tablet,CIEL:794,Tablet,CIEL:79040,100,Milligram,CIEL:83412,25,Milligram,,,,,,
78f9780e-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11396,"Nevirapine (NVP), 200mg tablet",CIEL:80586,Tablet,CIEL:80586,200,Milligram,,,,,,,,,
78f97b9c-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11615,"Efavirenz (EFV), 200mg tablet",CIEL:75523,Tablet,CIEL:75523,200,Milligram,,,,,,,,,
78f97cfa-dfbe-11e9-8a34-2a2ae2dbcce4,,11737,Lamivudine (3TC) 30mg + Nevirapine (NVP) 50mg + Zidovudine (AZT) 60mg dispersible tablet,CIEL:1652,Tablet,CIEL:78643,30,Milligram,CIEL:80586,50,Milligram,CIEL:86663,60,Milligram,,,
78f97e3a-dfbe-11e9-8a34-2a2ae2dbcce4,,11771,Lamivudine (3TC) 150mg + Stavudine (d4T) 30mg + Nevirapine (NVP) 200mg tablet,CIEL:792,Tablet,CIEL:78643,150,Milligram,CIEL:84309,30,Milligram,CIEL:80586,200,Milligram,,,
78f97f70-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11791,Lamivudine (3TC) 30mg + Stavudine (d4T) 6mg + Nevirapine (NVP) 50mg dispersible tablet,CIEL:792,Tablet,CIEL:78643,30,Milligram,CIEL:84309,6,Milligram,CIEL:80586,50,Milligram,,,
78f980a6-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11854,Lamivudine (3TC) 150mg + Stavudine (d4T) 30mg tablet,CIEL:161363,Tablet,CIEL:78643,150,Milligram,CIEL:84309,30,Milligram,,,,,,
78f981d2-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11858,"Abacavir sulfate (ABC), 300mg tablet",CIEL:70057,Tablet,CIEL:70057,300,Milligram,,,,,,,,,
78f98308-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11861,"Abacavir sulfate (ABC), Oral solution, 20mg/mL, 240mL bottle",CIEL:70057,Bottle,CIEL:70057,,,,,,,,,,,
78faa576-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11870,"Tenofovir disoproxil fumarate (TDF), 300mg tablet",CIEL:84795,Tablet,CIEL:84795,300,Milligram,,,,,,,,,
78faa710-dfbe-11e9-8a34-2a2ae2dbcce4,,11940,"Lopinavir (LPV) 80mg/mL + Ritonavir (r) 20mg/mL, Oral suspension, 160mL bottle",CIEL:794,Bottle,CIEL:79040,,,CIEL:83412,,,,,,,,
78faa864-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,12755,Emtricitabine (FTC) 200mg + Tenofovir disoproxil fumarate (TDF) 245mg tablet,CIEL:104567,Tablet,CIEL:75628,200,Milligram,CIEL:84795,245,Milligram,,,,,,
ac6a5bab-7df4-4275-af88-acdad53ccc97,,14482,Emtricitabine (FTC) 200mg + Tenofovir disoproxil fumarate (TDF) 300mg tablet,CIEL:104567,Tablet,CIEL:75628,200,Milligram,CIEL:84795,300,Milligram,,,,,,
78faa9b8-dfbe-11e9-8a34-2a2ae2dbcce4,,14074,"Abacavir sulfate (ABC) 60mg + Lamivudine (3TC) 30mg, tablet for oral suspension",CIEL:103166,Tablet,CIEL:70057,60,Milligram,CIEL:78643,30,Milligram,,,,,,
f2a2c2d9-16a6-4138-9074-6fdf3307e107,,21376,Abacavir sulfate (ABC) 300mg + Lamivudine (3TC) 300mg tablet,CIEL:103166,Tablet,CIEL:70057,300,Milligram,CIEL:78643,300,Milligram,,,,,,
f19f1e19-32ad-4531-95b8-6e202ea65acc,,36341,"Abacavir sulfate (ABC) 60mg + Dolutegravir (DTG) 5mg + Lamivudine (3TC) 30mg tablet for oral suspension",CIEL:165606,Tablet,CIEL:70057,60,Milligram,CIEL:165085,5,Milligram,CIEL:78643,30,Milligram,,,
78faaaf8-dfbe-11e9-8a34-2a2ae2dbcce4,,14075,"Lopinavir (LPV) 40mg + Ritonavir (r) 10mg, tablet",CIEL:794,Tablet,CIEL:79040,40,Milligram,CIEL:83412,10,Milligram,,,,,,
78faac2e-dfbe-11e9-8a34-2a2ae2dbcce4,,18886,"Dolutegravir (DTG) 50mg + Lamivudine (3TC) 300mg + Tenofovir disoproxil fumarate (TDF) 300mg, tablet",CIEL:165086,Tablet,CIEL:165085,50,Milligram,CIEL:78643,300,Milligram,CIEL:84795,300,Milligram,,,
3934c65b-f6ed-41fb-9635-46e78b53c5aa,,32058,"Dolutegravir (DTG) 50mg + Lamivudine (3TC) 300mg + Tenofovir Alafenamide (TAF) 25mg, tablet",CIEL:169361,Tablet,CIEL:165085,50,Milligram,CIEL:78643,300,Milligram,CIEL:168612,25,Milligram,,,
8d378deb-703e-420c-8481-87e4748bb06d,,36474,"Dolutegravir (DTG) 50mg + Emtricitabine (FTC) 200mg + Tenofovir Alafenamide (TAF) 25mg tablet",CIEL:169663,Tablet,CIEL:165085,50,Milligram,CIEL:75628,200,Milligram,CIEL:168612,25,Milligram,,,
78fab02a-dfbe-11e9-8a34-2a2ae2dbcce4,,18894,"Dolutegravir (DTG), 50mg tablet",CIEL:165085,Tablet,CIEL:165085,50,Milligram,,,,,,,,,
6058eb5c-c7bb-445b-9a9a-14e73e8ab5a9,,16108,"Dolutegravir (DTG), 5mg tablet",CIEL:165085,Tablet,CIEL:165085,5,Milligram,,,,,,,,,
8c35a0cd-9e2a-40eb-aa57-f589c25f17bf,,16221,"Dolutegravir (DTG), 10mg dispersible tablet",CIEL:165085,Tablet,CIEL:165085,10,Milligram,,,,,,,,,
0fc3d5c1-fd39-4899-b5c0-b094e28ff359,,21380,"Darunavir (DRV) 300mg + Etravirine (ETV) 100mg, tablet",CIEL:166070,Tablet,CIEL:74258,300,Milligram,CIEL:159810,100,Milligram,,,,,,
d2e0e9cb-bff1-483c-8bb9-c47a6b3533af,,12272,"Darunavir (DRV), 600mg tablet",CIEL:74258,Tablet,CIEL:74258,600,Milligram,,,,,,,,,
38bcc178-6290-4998-b6b6-5b11eefbe0b8,,24357,"Darunavir (DRV), 75mg tablet",CIEL:74258,Tablet,CIEL:74258,75,Milligram,,,,,,,,,
29c9dd27-25f2-45c6-9708-93fe142a46ba,,21377,"Etravirine (ETV), 100mg tablet",CIEL:159810,Tablet,CIEL:159810,100,Milligram,,,,,,,,,
db9beb07-fb5e-426e-815b-6b89fe5037f6,,24356,"Raltegravir (RAL), 25mg tablet",CIEL:154378,Tablet,CIEL:154378,25,Milligram,,,,,,,,,
08d3817b-4e54-4825-bc4b-0512b627d567,,21379,"Raltegravir (RAL) 400mg + Darunavir (DRV) 600mg + Ritonavir (r) 100mg, tablet",CIEL:166068,Tablet,CIEL:154378,400,Milligram,CIEL:74258,600,Milligram,CIEL:83412,100,Milligram,,,
c893970e-22b5-4cb9-8be2-1a9bff480235,,21378,"Raltegravir (RAL) 400mg + Etravirine (ETV) 100mg, tablet",CIEL:166069,Tablet,CIEL:154378,400,Milligram,CIEL:159810,100,Milligram,,,,,,
78fab188-dfbe-11e9-8a34-2a2ae2dbcce4,,10244,"Cycloserine, 250mg capsule",CIEL:74123,Capsule,CIEL:74123,250,Milligram,,,,,,,,,
78fab2c8-dfbe-11e9-8a34-2a2ae2dbcce4,,12551,"Bedaquiline, 100mg tablet",CIEL:163143,Tablet,CIEL:163143,100,Milligram,,,,,,,,,
78fab46c-dfbe-11e9-8a34-2a2ae2dbcce4,,12552,"Delamanid, 50mg tablet",CIEL:163144,Tablet,CIEL:163144,50,Milligram,,,,,,,,,
78fab5ac-dfbe-11e9-8a34-2a2ae2dbcce4,,18890,"Ethionamide, 250mg tablet",CIEL:75976,Tablet,CIEL:75976,250,Milligram,,,,,,,,,
78fab7f0-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,18891,"Kanamycin, Solution for injection, 250mg/mL, 4mL ampoule",CIEL:78385,Ampoule(s),CIEL:78385,,,,,,,,,,,
197cade5-567a-405c-a7fc-ae0fbd36cc4b,,,"Rifampicin (R), 150mg capsule",CIEL:767,Capsule,CIEL:767,150,Milligram,,,,,,,,,
78fab944-dfbe-11e9-8a34-2a2ae2dbcce4,,11809,"Rifampicin (R), 300mg capsule",CIEL:767,Capsule,CIEL:767,300,Milligram,,,,,,,,,
62cb5ce6-db02-456f-8aaf-1dd4ecd482ec,,,"Rifampicin (R) 300mg + Isoniazid (H) 150mg, Tablet",CIEL:1194,Tablet,CIEL:767,300,Milligram,CIEL:78280,150,Milligram,,,,,,
c6a948ac-fce4-11e9-8f0b-362b9e155667,,12523,"Rifampicin (R) 75mg + Isoniazid (H) 50mg, Tablet",CIEL:1194,Tablet,CIEL:767,75,Milligram,CIEL:78280,50,Milligram,,,,,,
c6a94640-fce4-11e9-8f0b-362b9e155667,,12825,Rifampicin (R) 60mg + Isoniazid (H) 30mg + Pyrazinamide (Z) 150mg tablet,CIEL:768,Tablet,CIEL:767,60,Milligram,CIEL:78280,30,Milligram,CIEL:82900,150,Milligram,,,
c6a94776-fce4-11e9-8f0b-362b9e155667,,18228,Rifampicin (R) 75mg + Isoniazid (H) 50mg + Pyrazinamide (Z) 150mg tablet,CIEL:768,Tablet,CIEL:767,75,Milligram,CIEL:78280,50,Milligram,CIEL:82900,150,Milligram,,,
c6a93150-fce4-11e9-8f0b-362b9e155667,,10080,"Levonorgestrel (Jadelle), Subdermal implant, 2 x 75 mg + trocar",CIEL:78796,Implant,CIEL:78796,,,,,,,,,,,
c6a9018a-fce4-11e9-8f0b-362b9e155667,,11868,"Medroxyprogesterone acetate, Suspension for depot injection, 150mg/mL, 1mL vial",CIEL:907,Vial,CIEL:907,,,,,,,,,,,
78fac2b8-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14165,"Metamizole, Solution for injection, 500mg/mL, 2mL ampoule",CIEL:75047,Ampoule(s),CIEL:75047,,,,,,,,,,,
78fac646-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11887,"Potassium Chloride 20mEq + Dextrose 5% + Sodium chloride 0.45%, Intravenous infusion, 1000mL bag",CIEL:104741,Bag,CIEL:82350,20,Milliequivalent,CIEL:161923,,,,,,,,
78fac786-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11888,"Potassium Chloride 20mEq + Sodium chloride 0.9%, Intravenous infusion, 1000mL bag",CIEL:105202,Bag,CIEL:82350,20,Milliequivalent,CIEL:80804,,,,,,,,
78fac8bc-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11889,"Potassium Chloride 40mEq + Dextrose 5% + Sodium chloride 0.45%, Intravenous infusion, 1000mL bag",CIEL:104741,Bag,CIEL:82350,40,Milliequivalent,CIEL:161923,,,,,,,,
78fac9e8-dfbe-11e9-8a34-2a2ae2dbcce4,,11900,"Potassium Chloride 40mEq + Sodium chloride 0.9%, Intravenous infusion, 1000mL bag",CIEL:105202,Bag,CIEL:82350,40,Milliequivalent,CIEL:80804,,,,,,,,
78facb14-dfbe-11e9-8a34-2a2ae2dbcce4,,10693,"Sodium chloride, 0.9% Intravenous infusion, 1000mL bottle with additive port",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
78facc4a-dfbe-11e9-8a34-2a2ae2dbcce4,,10863,"Sodium chloride, 0.9% Intravenous infusion, 500mL twin port bag/bottle",CIEL:80804,Bag,CIEL:80804,,,,,,,,,,,
78facf7e-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11604,"Sodium chloride, 0.9% Intravenous infusion, 100mL bottle",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
78fad0e6-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11719,"Sodium chloride, 0.9% Intravenous infusion, 250mL bag with additive port",CIEL:80804,Bag,CIEL:80804,,,,,,,,,,,
1c851ec7-44f4-45b6-adfd-bc8a1bae335c,,21345,"Sodium chloride, 3% HYPERTONIC Intravenous solution, 500mL twin port bag/bottle",CIEL:84047,Bottle,CIEL:84047,,,,,,,,,,,
78fad21c-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14151,"Filgrastim (Neupogen), Solution for injection, 300 microgram/mL, 1mL vial",CIEL:76374,Vial,CIEL:76374,,,,,,,,,,,
78fad3ca-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10624,"Dextrose 5% + Ringer lactate, Intravenous infusion 500mL flex bag",CIEL:104730,Bag,CIEL:104730,,,,,,,,,,,
78fad546-dfbe-11e9-8a34-2a2ae2dbcce4,,10961,"Dextrose, 5% Intravenous infusion, 500mL flex bag with additive port",CIEL:161250,Bag,CIEL:161250,,,,,,,,,,,
78fad690-dfbe-11e9-8a34-2a2ae2dbcce4,,11726,"Dextrose, 5% Intravenous infusion, 100mL flex bag",CIEL:161250,Bag,CIEL:161250,,,,,,,,,,,
7c3f6c74-2854-40a6-9713-9e373fe9280d,,10899,"Nutritional supplement, Pediatric, 237mL (8oz) can",PIH:20482,Can,PIH:20482,,,,,,,,,,,
78fad7bc-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10787,"Nutritional supplement, for premature infants, High protein, 59mL (2oz) bottle",CIEL:165577,Bottle,CIEL:165577,,,,,,,,,,,
78fadae6-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14167,"Enalapril, Solution for injection, 1.25mg/mL, 2mL ampoule",CIEL:75633,Ampoule(s),CIEL:75633,,,,,,,,,,,
78fadc4e-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10163,"Streptokinase, Powder for solution for infusion, 1.5 MIU vial",CIEL:84359,Vial,CIEL:84359,,,,,,,,,,,
78fadd84-dfbe-11e9-8a34-2a2ae2dbcce4,,11680,"Dobutamine hydrochloride, Solution for injection, 12.5mg/mL, 20mL ampoule",CIEL:75103,Ampoule(s),CIEL:75103,,,,,,,,,,,
c6a8fca8-fce4-11e9-8f0b-362b9e155667,TRUE,12390,"Hydrocortisone, Preservative free powder for solution for injection, 100mg vial",CIEL:77714,Vial,CIEL:77714,,,,,,,,,,,
78fb5994-dfbe-11e9-8a34-2a2ae2dbcce4,,10287,"Bisacodyl, 10mg rectal suppository",CIEL:72223,Suppository,CIEL:72223,10,Milligram,,,,,,,,,
78fb5e08-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10374,"Cyclophosphamide, Powder for solution for injection/infusion, 200mg vial",CIEL:74120,Vial,CIEL:74120,,,,,,,,,,,
78fb5fa2-dfbe-11e9-8a34-2a2ae2dbcce4,,10451,"Vinblastine sulfate, Solution for injection, 1mg/mL, 10mL vial",CIEL:86262,Vial,CIEL:86262,,,,,,,,,,,
78fb6240-dfbe-11e9-8a34-2a2ae2dbcce4,,10494,"Cisplatin, Solution for infusion, 1mg/mL, 50mL vial",CIEL:73457,Vial,CIEL:73457,,,,,,,,,,,
78fb63b2-dfbe-11e9-8a34-2a2ae2dbcce4,,10928,"Cyclosporine, 50mg capsule",CIEL:74125,Capsule,CIEL:74125,50,Milligram,,,,,,,,,
78fb6506-dfbe-11e9-8a34-2a2ae2dbcce4,,11045,"Dacarbazine, Powder for solution for injection/infusion, 200mg vial",CIEL:74196,Vial,CIEL:74196,,,,,,,,,,,
78fb6646-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11316,"Azathioprine, 50mg tablet",CIEL:71767,Tablet,CIEL:71767,50,Milligram,,,,,,,,,
78fb6790-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11501,"Cyclophosphamide, 50mg tablet",CIEL:74120,Tablet,CIEL:74120,50,Milligram,,,,,,,,,
78fb6b00-dfbe-11e9-8a34-2a2ae2dbcce4,,11577,"Methotrexate, 2.5mg tablet",CIEL:79700,Tablet,CIEL:79700,2.5,Milligram,,,,,,,,,
78fb6c54-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,12206,"Cytarabine, Solution for injection/infusion, 100mg/mL, 1mL vial",CIEL:74177,Vial,CIEL:74177,,,,,,,,,,,
78fb6d94-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,12218,"Methotrexate, Preservative free solution for injection, 100mg/ml, 5mL vial",CIEL:79700,Vial,CIEL:79700,,,,,,,,,,,
78fb6eca-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,12270,"Mercaptopurine, 50mg tablet",CIEL:70039,Tablet,CIEL:70039,50,Milligram,,,,,,,,,
78fb71cc-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,12325,"Calcium folinate, 15mg tablet",CIEL:78743,Tablet,CIEL:78743,15,Milligram,,,,,,,,,
78fb75b4-dfbe-11e9-8a34-2a2ae2dbcce4,,12716,"Dactinomycin, Powder for solution for injection, 500 microgram vial",CIEL:74204,Vial,CIEL:74204,500,Microgram,,,,,,,,,
78fb7708-dfbe-11e9-8a34-2a2ae2dbcce4,,12760,"Etoposide, Solution for infusion, 20mg/mL, 5mL vial",CIEL:76025,Vial,CIEL:76025,,,,,,,,,,,
78fb7852-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,12780,"Asparaginase, Lyophilized powder for reconstitution for injection, 10,000 unit vial",CIEL:71602,Vial,CIEL:71602,,,,,,,,,,,
78fb7988-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14149,"Ifosfamide, Powder for solution for injection, 2 gram vial",CIEL:77922,Vial,CIEL:77922,,,,,,,,,,,
78fb7abe-dfbe-11e9-8a34-2a2ae2dbcce4,,14150,"Mesna, Solution for injection, 100mg/mL, 2mL ampoule",CIEL:79620,Ampoule(s),CIEL:79620,,,,,,,,,,,
78fb7c4e-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14155,"Mitoxantrone, Solution for infusion, 20mg/mL",CIEL:79993,,CIEL:79993,,,,,,,,,,,
78fb7fb4-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14156,"Daunorubicin, Powder for solution for infusion, 20mg vial",CIEL:74267,Vial,CIEL:74267,,,,,,,,,,,
78fb8112-dfbe-11e9-8a34-2a2ae2dbcce4,,10165,"Vancomycin hydrochloride, Powder for solution for infusion, 1 gram vial",CIEL:86083,Vial,CIEL:86083,,,,,,,,,,,
78fb8252-dfbe-11e9-8a34-2a2ae2dbcce4,,12337,"Ceftazidime, Powder for solution for injection, 1 gram vial",CIEL:73034,Vial,CIEL:73034,,,,,,,,,,,
78fb8388-dfbe-11e9-8a34-2a2ae2dbcce4,,12586,"Meropenem, Powder for solution for injection, 1 gram vial",CIEL:79611,Vial,CIEL:79611,,,,,,,,,,,
78fb8bda-dfbe-11e9-8a34-2a2ae2dbcce4,,12610,"Fluconazole, Solution for infusion, 2mg/mL, 100mL vial",CIEL:76488,Vial,CIEL:76488,,,,,,,,,,,
78fb8d60-dfbe-11e9-8a34-2a2ae2dbcce4,,14152,"Amphotericin B, Liposomal, Powder for injection, 50mg vial",CIEL:71187,Vial,CIEL:71187,,,,,,,,,,,
78fb8eaa-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14153,"Aciclovir, Powder for solution for infusion, 500mg vial",CIEL:70245,Vial,CIEL:70245,,,,,,,,,,,
78fc4778-dfbe-11e9-8a34-2a2ae2dbcce4,,14154,"Amikacin, Solution for injection, 250mg/mL, 2mL vial",CIEL:71060,Vial,CIEL:71060,,,,,,,,,,,
78fc4a20-dfbe-11e9-8a34-2a2ae2dbcce4,,10422,"Iopamidol, Contrast media for injection, 61% (612mg/mL), eq. to Iodine 300mg/mL, 50mL bottle (Isovue 300)",CIEL:78164,Bottle,CIEL:78164,,,,,,,,,,,
78fc4b88-dfbe-11e9-8a34-2a2ae2dbcce4,,11087,"Diatrizoate meglumine 66% + Diatrizoate sodium 10%, Contrast media for Oral administration, 120mL bottle (Gastrografin 37%)",CIEL:74739,Bottle,CIEL:74741,,,CIEL:84053,,,,,,,,
78fc4cfa-dfbe-11e9-8a34-2a2ae2dbcce4,,11440,"Barium sulfate, Oral suspension, 2.1%, 250mL bottle",CIEL:71867,Bottle,CIEL:71867,,,,,,,,,,,
78fc4e4e-dfbe-11e9-8a34-2a2ae2dbcce4,,12430,"Infasurf (Calfactant), Natural surfactant, 35mg/mL, 6mL vial",CIEL:72715,Vial,CIEL:72715,,,,,,,,,,,
78fc4fb6-dfbe-11e9-8a34-2a2ae2dbcce4,,11094,"Ferric subsulfate, Topical solution, 473mL (16oz) bottle",CIEL:165571,Bottle,CIEL:165571,,,,,,,,,,,
78fc513c-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10806,"Silver nitrate 75% + Potassium nitrate 25% caustic pencil, 6 inch flexible applicator",CIEL:165572,Application,CIEL:83919,,,CIEL:82366,,,,,,,,
78fc557e-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11157,"Vaccine, Meningitis (A+C+W135+Y) conjugate, monodose pre-filled syringe with solvent",CIEL:79549,Syringe,CIEL:79549,,,,,,,,,,,
d987d9ad-58b5-45cc-bc54-a96597226d8d,,13544,"Lidocaine hydrochloride 10% (10mg/puff), 50mL pump spray (500 doses per bottle)",CIEL:78850,Bottle,CIEL:78850,,,,,,,,,,,
78fc56e6-dfbe-11e9-8a34-2a2ae2dbcce4,,10084,"Lidocaine hydrochloride, Solution for injection, 2% (20mg/mL), 20mL vial",CIEL:78850,Vial,CIEL:78850,,,,,,,,,,,
78fc584e-dfbe-11e9-8a34-2a2ae2dbcce4,,10714,"Lidocaine hydrochloride 2% + Adrenaline 1:100,000 1.8mL dental cartridge",CIEL:104584,,CIEL:78850,,,CIEL:154365,,,,,,,,
af8c0486-dfbe-11e9-8a34-2a2ae2dbcce4,,14370,"Lidocaine hydrochloride, Solution for injection, 1% (10mg/mL), 10 mL plastic ampoule",CIEL:78850,Ampoule(s),CIEL:78850,,,,,,,,,,,
af8c0602-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,19497,"Lidocaine hydrochloride 2% + Adrenaline 1:200,000, 50mL vial",CIEL:104584,Vial,CIEL:78850,,,CIEL:154365,,,,,,,,
78fc598e-dfbe-11e9-8a34-2a2ae2dbcce4,,10896,"Bupivacaine hydrochloride 0.5% (5mg/mL) + Adrenaline 1:200,000 , 1.7mL dental cartridge",CIEL:103957,,CIEL:72506,,,CIEL:154365,,,,,,,,
af8b9eec-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11245,"Mepivacaine hydrochloride, Solution for injection, 10mg/mL, 1.7mL dental cartridge",CIEL:79588,,CIEL:79588,,,,,,,,,,,
af8c010c-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,11487,"Articaine hydrochloride 4% + Adrenaline 1:100,000, 1.7mL dental cartridge",CIEL:103606,,CIEL:71580,,,CIEL:154365,,,,,,,,
af8c0742-dfbe-11e9-8a34-2a2ae2dbcce4,,10518,"Neostigmine metisulfate, Solution for injection, 2.5mg/mL, 1mL ampoule",CIEL:80534,Ampoule(s),CIEL:80534,,,,,,,,,,,
af8c0a4e-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,20819,"Dextrose 5% in Sodium chloride 0.45%, Intravenous infusion, 500mL euro head bottle",CIEL:162859,Bottle,CIEL:162859,,,,,,,,,,,
af8c0b98-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,20820,"Dextrose, 5% intravenous infusion, 1000mL euro head bottle",CIEL:161250,Bottle,CIEL:161250,,,,,,,,,,,
af8c0cce-dfbe-11e9-8a34-2a2ae2dbcce4,,20821,"Ringer lactate, Intravenous infusion, 1000mL euro head bottle",CIEL:78617,Bottle,CIEL:78617,,,,,,,,,,,
af8c0e04-dfbe-11e9-8a34-2a2ae2dbcce4,,20822,"Ringer lactate, Intravenous infusion, 500mL euro head bottle",CIEL:78617,Bottle,CIEL:78617,,,,,,,,,,,
af8c0f30-dfbe-11e9-8a34-2a2ae2dbcce4,,20823,"Dextrose, 5% intravenous infusion, 100mL euro head bottle",CIEL:161250,Bottle,CIEL:161250,,,,,,,,,,,
af8c105c-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,10309,"Folic acid, 400 microgram tablet",CIEL:76613,Tablet,CIEL:76613,400,Microgram,,,,,,,,,
af8c13a4-dfbe-11e9-8a34-2a2ae2dbcce4,TRUE,14162,"Human albumin, Solution for infusion, 10% (100mg/mL),",CIEL:70445,,CIEL:70445,,,,,,,,,,,
af8c14ee-dfbe-11e9-8a34-2a2ae2dbcce4,,12102,"Sodium chloride, 0.45% Intravenous infusion, 1000mL twin port bag/bottle",CIEL:84047,Bottle,CIEL:84047,,,,,,,,,,,
